step_num	response_length	performance	entropy
10	1655.515625	0.015625	1.1530734803527594
20	1686.015625	0.01953125	1.149797716178
30	1644.34375	0.0146484375	1.1619554907083511
40	1792.5	0.017578125	1.08727244194597
50	1735.171875	0.021484375	1.1570172403007746
60	1752.65625	0.0244140625	1.070371961221099
70	1764.46875	0.0263671875	0.9982600323855877
80	1711.6875	0.02978515625	1.0179868657141924
90	1646.53125	0.03076171875	1.0168503457680345
100	1696.765625	0.02392578125	0.8611821103841066
110	1604.6875	0.03955078125	0.8245788291096687
120	1754.203125	0.03369140625	0.8306582616642118
130	1380.5	0.0390625	0.7052678414620459
140	1479.28125	0.04736328125	0.6628796616569161
150	1552.046875	0.04833984375	0.6572448103688657
160	1324.40625	0.04638671875	0.5384951867163181
170	1503.78125	0.046875	0.6426737615838647
180	1119.3125	0.05322265625	0.5256568589247763
190	1166.0	0.05078125	0.5096916370093822
200	1115.0	0.06201171875	0.5983978719450533
210	1167.765625	0.0625	0.4643489965237677
220	1062.390625	0.0615234375	0.4354987726546824
230	1095.421875	0.0576171875	0.4336623619310558
240	1075.359375	0.07080078125	0.45003041718155146
250	1186.921875	0.06591796875	0.4428804386407137
260	883.5	0.06494140625	0.42625866550952196
270	1167.0	0.0576171875	0.474213607609272
280	995.984375	0.06005859375	0.42186611564829946
290	1045.875	0.06640625	0.445660799741745
300	1148.78125	0.05908203125	0.39544478291645646
310	1003.625	0.064453125	0.38387568411417305
320	955.3125	0.07177734375	0.4152567069977522
330	900.25	0.0673828125	0.38648606929928064
340	792.4375	0.07275390625	0.4408586863428354
350	963.46875	0.0703125	0.36238226341083646
360	906.46875	0.07080078125	0.35297266812995076
370	746.203125	0.0771484375	0.3483762447722256
380	880.046875	0.07666015625	0.3441586778499186
390	901.8125	0.06591796875	0.304137687664479
400	697.84375	0.068359375	0.35716693103313446
410	708.484375	0.07861328125	0.3404343859292567
420	692.515625	0.06884765625	0.3296184875071049
430	793.84375	0.07275390625	0.34490713896229863
440	787.828125	0.08056640625	0.3490083967335522
450	779.5	0.0859375	0.35115692438557744
460	816.140625	0.07763671875	0.30719518242403865
470	694.9375	0.0771484375	0.32119314139708877
480	759.5	0.080078125	0.33093374595046043
490	706.859375	0.08154296875	0.30971563421189785
500	740.265625	0.076171875	0.30064165825024247
510	660.984375	0.08154296875	0.30862623965367675
520	764.15625	0.07958984375	0.344987069722265
530	726.015625	0.07470703125	0.29257438075728714
540	798.140625	0.080078125	0.28404760151170194
550	731.734375	0.0751953125	0.30780505668371916
560	655.46875	0.064453125	0.29369410313665867
570	724.40625	0.08349609375	0.31608173670247197
580	692.765625	0.07568359375	0.2921414184384048
590	747.265625	0.07373046875	0.27533228462561965
600	561.984375	0.0712890625	0.26036938559263945
610	640.8125	0.080078125	0.2511762815993279
620	849.015625	0.07373046875	0.27384492475539446
630	898.515625	0.08056640625	0.23905023327097297
640	703.453125	0.0810546875	0.24710205337032676
650	630.21875	0.07861328125	0.26377099798992276
660	685.734375	0.08349609375	0.24205538351088762
670	732.984375	0.080078125	0.2571518593467772
680	732.484375	0.0859375	0.29063325375318527
690	686.21875	0.07666015625	0.2477575452066958
700	816.65625	0.07861328125	0.27558439434506
710	772.328125	0.07470703125	0.26977526349946856
720	682.34375	0.09033203125	0.24661013390868902
730	728.25	0.07958984375	0.2448059283196926
740	750.1875	0.0810546875	0.2361790593713522
750	604.828125	0.095703125	0.21109854569658637
760	643.890625	0.09912109375	0.2134027206338942
770	668.484375	0.10302734375	0.205783533398062
780	532.5	0.1123046875	0.21349785942584276
790	579.296875	0.10546875	0.2316076816059649
800	586.703125	0.11279296875	0.18647590605542064
810	609.640625	0.126953125	0.1784289707429707
820	574.671875	0.12841796875	0.18280629813671112
830	632.171875	0.14404296875	0.15155266760848463
840	689.671875	0.16748046875	0.14502630825154483
850	729.375	0.2158203125	0.1297465842217207
860	718.375	0.25146484375	0.11816210485994816
870	661.0625	0.27978515625	0.1360656158067286
880	707.359375	0.2880859375	0.11897642561234534
890	621.296875	0.328125	0.11874766182154417
900	638.5	0.36865234375	0.09784948313608766
910	627.75	0.3837890625	0.08316342590842396
920	687.65625	0.396484375	0.08073219656944275
930	656.125	0.28125	0.0766140806954354
940	591.796875	0.41064453125	0.06259532691910863
950	577.625	0.3984375	0.04790093644987792
960	483.796875	0.41064453125	0.09207011153921485
970	469.5	0.39501953125	0.19735288922674954
980	637.46875	0.4150390625	0.1322014294564724
990	565.25	0.4130859375	0.1302435463294387
